id,gsm_out,lte,nr_dss,nr_nsa_sa,nr_gesamt
100mN58796E4930,3,3,2,3,3
100mN58796E4931,3,3,2,3,3
100mN58796E4932,3,3,2,3,3
100mN58796E4933,3,3,2,3,3
100mN58796E4934,3,3,2,3,3
100mN58796E4935,3,3,2,3,3
100mN58796E4936,3,3,2,3,3
100mN58796E4937,3,3,2,3,3
100mN58796E4938,3,3,2,2,3
100mN58796E4939,3,3,2,2,3
100mN58796E4940,3,3,2,2,3
100mN58796E4941,3,3,2,2,3
100mN58796E4942,3,3,2,2,3
100mN58796E4943,3,3,2,2,3
100mN58796E4944,3,3,2,2,3
100mN58796E4945,3,3,2,2,3
100mN58796E4946,3,3,2,3,3
100mN58796E4947,3,3,2,3,3
100mN58796E4948,3,3,2,3,3
100mN58796E4949,3,3,2,2,3
100mN58796E4950,3,3,2,2,3
100mN58796E4951,3,3,2,2,3
100mN58796E4952,3,3,2,3,3
100mN58796E4953,3,3,2,3,3
100mN58796E4954,3,3,2,2,3
100mN58796E4955,3,3,2,2,3
100mN58796E4956,3,3,2,2,3
100mN58796E4957,3,3,2,2,3
100mN58796E4958,3,3,2,2,3
100mN58796E4959,3,3,2,2,3
100mN58796E4960,3,3,2,2,3
100mN58796E4961,3,3,2,2,3
100mN58796E4962,3,3,2,2,3
100mN58796E4963,3,3,1,2,2
100mN58796E4964,3,3,1,2,2
100mN58796E4965,3,3,1,2,2
100mN58796E4966,3,3,1,2,2
100mN58796E4967,3,3,1,2,2
100mN58796E4968,3,3,1,2,2
100mN58796E4969,3,3,1,2,2
100mN58796E4970,3,3,1,2,2
100mN58796E4971,3,3,1,2,2
100mN58796E4972,3,3,1,2,2
100mN58796E4973,3,3,2,2,3
100mN58796E4974,3,3,1,2,2
100mN58796E4975,3,3,2,2,3
100mN58796E4976,3,3,2,2,3
100mN58796E4977,3,3,2,2,3
100mN58797E4806,3,3,2,3,3
100mN58797E4807,3,3,2,3,3
100mN58797E4808,3,3,2,3,3
100mN58797E4809,3,3,2,3,3
100mN58797E4810,3,3,2,3,3
100mN58797E4811,3,3,2,3,3
100mN58797E4812,3,3,2,3,3
100mN58797E4813,3,3,2,3,3
100mN58797E4814,3,3,2,3,3
100mN58797E4815,3,3,2,3,3
100mN58797E4816,3,3,2,3,3
100mN58797E4817,3,3,2,3,3
100mN58797E4818,3,3,2,3,3
100mN58797E4819,3,3,2,3,3
100mN58797E4820,3,3,2,3,3
100mN58797E4821,3,3,2,3,3
100mN58797E4822,3,3,2,3,3
100mN58797E4823,3,3,2,3,3
100mN58797E4824,3,3,2,3,3
100mN58797E4825,3,3,2,3,3
100mN58797E4826,3,3,2,3,3
100mN58797E4827,3,3,2,3,3
100mN58797E4828,3,3,2,3,3
100mN58797E4829,3,3,2,3,3
100mN58797E4830,3,3,2,3,3
100mN58797E4831,3,3,2,3,3
100mN58797E4832,3,3,2,3,3
100mN58797E4833,3,3,2,3,3
100mN58797E4834,3,3,2,3,3
100mN58797E4835,3,3,2,3,3
100mN58797E4836,3,3,2,3,3
100mN58797E4837,3,3,2,3,3
100mN58797E4838,3,3,2,3,3
100mN58797E4839,3,3,2,3,3
100mN58797E4840,3,3,2,3,3
100mN58797E4841,3,3,2,3,3
100mN58797E4842,3,3,2,3,3
100mN58797E4843,3,3,2,3,3
100mN58797E4844,3,3,2,3,3
100mN58797E4845,3,3,2,3,3
100mN58797E4846,3,3,2,3,3
100mN58797E4847,3,3,2,3,3
100mN58797E4848,3,3,2,3,3
100mN58797E4849,3,3,2,3,3
100mN58797E4850,3,3,2,3,3
100mN58797E4851,3,3,2,3,3
100mN58797E4852,3,3,2,3,3
100mN58797E4853,3,3,2,3,3
100mN58797E4854,3,3,2,3,3
100mN58797E4855,3,3,2,3,3
100mN58797E4856,3,3,2,3,3
100mN58797E4857,3,3,2,3,3
100mN58797E4858,3,3,2,3,3
100mN58797E4859,3,3,2,3,3
100mN58797E4860,3,3,2,3,3
100mN58797E4861,3,3,2,3,3
100mN58797E4862,3,3,2,3,3
100mN58797E4863,3,3,2,3,3
100mN58797E4864,3,3,2,3,3
100mN58797E4865,3,3,2,3,3
100mN58797E4866,3,3,2,3,3
100mN58797E4867,3,3,2,3,3
100mN58797E4868,3,3,2,3,3
100mN58797E4869,3,3,2,3,3
100mN58797E4870,3,3,2,3,3
100mN58797E4871,3,3,2,3,3
100mN58797E4872,3,3,2,3,3
100mN58797E4873,3,3,2,3,3
100mN58797E4874,3,3,2,3,3
100mN58797E4875,3,3,2,3,3
100mN58797E4876,3,3,2,3,3
100mN58797E4877,3,3,2,3,3
100mN58797E4878,3,3,2,3,3
100mN58797E4879,3,3,2,3,3
100mN58797E4880,3,3,2,3,3
100mN58797E4881,3,3,2,3,3
100mN58797E4882,3,3,2,3,3
100mN58797E4883,3,3,2,3,3
100mN58797E4884,3,3,2,3,3
100mN58797E4885,3,3,2,3,3
100mN58797E4886,3,3,2,2,3
100mN58797E4887,3,3,2,3,3
100mN58797E4888,3,3,2,3,3
100mN58797E4889,3,3,2,2,3
100mN58797E4890,3,3,2,3,3
100mN58797E4891,3,3,2,3,3
100mN58797E4892,3,3,2,3,3
100mN58797E4893,3,3,2,3,3
100mN58797E4894,3,3,2,3,3
100mN58797E4895,3,3,2,3,3
100mN58797E4896,3,3,2,3,3
100mN58797E4897,3,3,2,3,3
100mN58797E4898,3,3,2,3,3
100mN58797E4899,3,3,2,3,3
100mN58797E4900,3,3,2,3,3
100mN58797E4901,3,3,2,3,3
100mN58797E4902,3,3,2,3,3
100mN58797E4903,3,3,2,3,3
100mN58797E4904,3,3,2,3,3
100mN58797E4905,3,3,2,2,3
100mN58797E4906,3,3,2,2,3
100mN58797E4907,3,3,2,2,3
100mN58797E4908,3,3,2,2,3
100mN58797E4909,3,3,2,2,3
100mN58797E4910,3,3,2,2,3
100mN58797E4911,3,3,2,2,3
100mN58797E4912,3,3,2,2,3
100mN58797E4913,3,3,2,2,3
100mN58797E4914,3,3,2,2,3
100mN58797E4915,3,3,2,3,3
100mN58797E4916,3,3,2,3,3
100mN58797E4917,3,3,2,3,3
100mN58797E4918,3,3,2,3,3
100mN58797E4919,3,3,2,3,3
100mN58797E4920,3,3,2,2,3
100mN58797E4921,3,3,2,3,3
100mN58797E4922,3,3,2,3,3
100mN58797E4923,3,3,2,3,3
100mN58797E4924,3,3,2,3,3
100mN58797E4925,3,3,2,3,3
100mN58797E4926,3,3,2,3,3
100mN58797E4927,3,3,2,3,3
100mN58797E4928,3,3,2,3,3
100mN58797E4929,3,3,2,3,3
100mN58797E4930,3,3,2,3,3
100mN58797E4931,3,3,2,3,3
100mN58797E4932,3,3,2,3,3
100mN58797E4933,3,3,2,3,3
100mN58797E4934,3,3,2,3,3
100mN58797E4935,3,3,2,3,3
100mN58797E4936,3,3,2,3,3
100mN58797E4937,3,3,2,3,3
100mN58797E4938,3,3,2,2,3
100mN58797E4939,3,3,2,2,3
100mN58797E4940,3,3,2,2,3
100mN58797E4941,3,3,2,2,3
100mN58797E4942,3,3,2,2,3
100mN58797E4943,3,3,2,2,3
100mN58797E4944,3,3,2,2,3
100mN58797E4945,3,3,2,2,3
100mN58797E4946,3,3,2,3,3
100mN58797E4947,3,3,2,3,3
100mN58797E4948,3,3,2,3,3
100mN58797E4949,3,3,2,3,3
100mN58797E4950,3,3,2,3,3
100mN58797E4951,3,3,2,3,3
100mN58797E4952,3,3,2,3,3
100mN58797E4953,3,3,2,2,3
100mN58797E4954,3,3,2,2,3
100mN58797E4955,3,3,2,2,3
100mN58797E4956,3,3,2,2,3
100mN58797E4957,3,3,2,2,3
100mN58797E4958,3,3,2,2,3
100mN58797E4959,3,3,2,2,3
100mN58797E4960,3,3,2,2,3
100mN58797E4961,3,3,2,2,3
100mN58797E4962,3,3,2,2,3
100mN58797E4963,3,3,2,2,3
100mN58797E4964,3,3,2,2,3
100mN58797E4965,3,3,2,2,3
100mN58797E4966,3,3,1,2,2
100mN58797E4967,3,3,1,2,2
100mN58797E4968,3,3,1,2,2
100mN58797E4969,3,3,1,2,2
100mN58797E4970,3,3,1,2,2
100mN58797E4971,3,3,1,2,2
100mN58797E4972,3,3,2,2,3
100mN58797E4973,3,3,2,2,3
100mN58797E4974,3,3,2,2,3
100mN58797E4975,3,3,2,2,3
100mN58797E4976,3,3,2,2,3
100mN58797E4977,3,3,2,2,3
100mN58798E4806,3,3,2,3,3
100mN58798E4807,3,3,2,3,3
100mN58798E4808,3,3,2,3,3
100mN58798E4809,3,3,2,3,3
100mN58798E4810,3,3,2,3,3
100mN58798E4811,3,3,2,3,3
100mN58798E4812,3,3,2,3,3
100mN58798E4813,3,3,2,3,3
100mN58798E4814,3,3,2,3,3
100mN58798E4815,3,3,2,3,3
100mN58798E4816,3,3,2,3,3
100mN58798E4817,3,3,2,3,3
100mN58798E4818,3,3,2,3,3
100mN58798E4819,3,3,2,3,3
100mN58798E4820,3,3,2,3,3
100mN58798E4821,3,3,2,3,3
100mN58798E4822,3,3,2,3,3
100mN58798E4823,3,3,2,3,3
100mN58798E4824,3,3,2,3,3
100mN58798E4825,3,3,2,3,3
100mN58798E4826,3,3,2,3,3
100mN58798E4827,3,3,2,3,3
100mN58798E4828,3,3,2,3,3
100mN58798E4829,3,3,2,3,3
100mN58798E4830,3,3,2,3,3
100mN58798E4831,3,3,2,3,3
100mN58798E4832,3,3,2,3,3
100mN58798E4833,3,3,2,3,3
100mN58798E4834,3,3,2,3,3
100mN58798E4835,3,3,2,3,3
100mN58798E4836,3,3,2,3,3
100mN58798E4837,3,3,2,3,3
100mN58798E4838,3,3,2,3,3
100mN58798E4839,3,3,2,3,3
100mN58798E4840,3,3,2,3,3
100mN58798E4841,3,3,2,3,3
100mN58798E4842,3,3,2,3,3
100mN58798E4843,3,3,2,3,3
100mN58798E4844,3,3,2,3,3
100mN58798E4845,3,3,2,3,3
100mN58798E4846,3,3,2,3,3
100mN58798E4847,3,3,2,3,3
100mN58798E4848,3,3,2,3,3
100mN58798E4849,3,3,2,3,3
100mN58798E4850,3,3,2,3,3
100mN58798E4851,3,3,2,3,3
100mN58798E4852,3,3,2,3,3
100mN58798E4853,3,3,2,3,3
100mN58798E4854,3,3,2,3,3
100mN58798E4855,3,3,2,3,3
100mN58798E4856,3,3,2,3,3
100mN58798E4857,3,3,2,3,3
100mN58798E4858,3,3,2,3,3
100mN58798E4859,3,3,2,3,3
100mN58798E4860,3,3,2,3,3
100mN58798E4861,3,3,2,3,3
100mN58798E4862,3,3,2,3,3
100mN58798E4863,3,3,2,3,3
100mN58798E4864,3,3,2,3,3
100mN58798E4865,3,3,2,3,3
100mN58798E4866,3,3,2,3,3
100mN58798E4867,3,3,2,3,3
100mN58798E4868,3,3,2,3,3
100mN58798E4869,3,3,2,3,3
100mN58798E4870,3,3,2,3,3
100mN58798E4871,3,3,2,3,3
100mN58798E4872,3,3,2,3,3
100mN58798E4873,3,3,2,3,3
100mN58798E4874,3,3,2,3,3
100mN58798E4875,3,3,2,3,3
100mN58798E4876,3,3,2,3,3
100mN58798E4877,3,3,2,3,3
100mN58798E4878,3,3,2,3,3
100mN58798E4879,3,3,2,3,3
100mN58798E4880,3,3,2,3,3
100mN58798E4881,3,3,2,3,3
100mN58798E4882,3,3,2,3,3
100mN58798E4883,3,3,2,3,3
100mN58798E4884,3,3,2,3,3
100mN58798E4885,3,3,2,3,3
100mN58798E4886,3,3,2,3,3
100mN58798E4887,3,3,2,3,3
100mN58798E4888,3,3,2,3,3
100mN58798E4889,3,3,2,3,3
100mN58798E4890,3,3,2,3,3
100mN58798E4891,3,3,2,3,3
100mN58798E4892,3,3,2,3,3
100mN58798E4893,3,3,2,3,3
100mN58798E4894,3,3,2,3,3
100mN58798E4895,3,3,2,3,3
100mN58798E4896,3,3,2,3,3
100mN58798E4897,3,3,2,3,3
100mN58798E4898,3,3,2,3,3
100mN58798E4899,3,3,2,3,3
100mN58798E4900,3,3,2,3,3
100mN58798E4901,3,3,2,3,3
100mN58798E4902,3,3,2,3,3
100mN58798E4903,3,3,2,2,3
100mN58798E4904,3,3,2,3,3
100mN58798E4905,3,3,2,3,3
100mN58798E4906,3,3,2,2,3
100mN58798E4907,3,3,2,2,3
100mN58798E4908,3,3,2,2,3
100mN58798E4909,3,3,2,2,3
100mN58798E4910,3,3,2,2,3
100mN58798E4911,3,3,2,2,3
100mN58798E4912,3,3,2,2,3
100mN58798E4913,3,3,2,3,3
100mN58798E4914,3,3,2,3,3
100mN58798E4915,3,3,2,3,3
100mN58798E4916,3,3,2,3,3
100mN58798E4917,3,3,2,3,3
100mN58798E4918,3,3,2,3,3
100mN58798E4919,3,3,2,3,3
100mN58798E4920,3,3,2,3,3
100mN58798E4921,3,3,2,3,3
100mN58798E4922,3,3,2,3,3
100mN58798E4923,3,3,2,3,3
100mN58798E4924,3,3,2,3,3
100mN58798E4925,3,3,2,3,3
100mN58798E4926,3,3,2,3,3
100mN58798E4927,3,3,2,3,3
100mN58798E4928,3,3,2,3,3
100mN58798E4929,3,3,2,3,3
100mN58798E4930,3,3,2,3,3
100mN58798E4931,3,3,2,3,3
100mN58798E4932,3,3,2,3,3
100mN58798E4933,3,3,2,3,3
100mN58798E4934,3,3,2,3,3
100mN58798E4935,3,3,2,3,3
100mN58798E4936,3,3,2,3,3
100mN58798E4937,3,3,2,3,3
100mN58798E4938,3,3,2,3,3
100mN58798E4939,3,3,2,2,3
100mN58798E4940,3,3,2,2,3
100mN58798E4941,3,3,2,2,3
100mN58798E4942,3,3,2,2,3
100mN58798E4943,3,3,2,2,3
100mN58798E4944,3,3,2,2,3
100mN58798E4945,3,3,2,3,3
100mN58798E4946,3,3,2,3,3
100mN58798E4947,3,3,2,3,3
100mN58798E4948,3,3,2,3,3
100mN58798E4949,3,3,2,3,3
100mN58798E4950,3,3,2,3,3
100mN58798E4951,3,3,2,3,3
100mN58798E4952,3,3,2,2,3
100mN58798E4953,3,3,2,2,3
100mN58798E4954,3,3,2,2,3
100mN58798E4955,3,3,2,2,3
100mN58798E4956,3,3,2,2,3
100mN58798E4957,3,3,2,2,3
100mN58798E4958,3,3,2,2,3
100mN58798E4959,3,3,2,2,3
100mN58798E4960,3,3,2,2,3
100mN58798E4961,3,3,2,2,3
100mN58798E4962,3,3,2,2,3
100mN58798E4963,3,3,2,2,3
100mN58798E4964,3,3,2,2,3
100mN58798E4965,3,3,2,2,3
100mN58798E4966,3,3,1,2,2
100mN58798E4967,3,3,1,2,2
100mN58798E4968,3,3,1,2,2
100mN58798E4969,3,3,1,2,2
100mN58798E4970,3,3,1,2,2
100mN58798E4971,3,3,1,2,2
100mN58798E4972,3,3,2,2,3
100mN58798E4973,3,3,2,2,3
100mN58798E4974,3,3,1,2,2
100mN58798E4975,3,3,2,2,3
100mN58798E4976,3,3,2,2,3
100mN58799E4806,3,3,2,3,3
100mN58799E4807,3,3,2,3,3
100mN58799E4808,3,3,2,3,3
100mN58799E4809,3,3,2,3,3
100mN58799E4810,3,3,2,3,3
100mN58799E4811,3,3,2,3,3
100mN58799E4812,3,3,2,3,3
100mN58799E4813,3,3,2,3,3
100mN58799E4814,3,3,2,3,3
100mN58799E4815,3,3,2,3,3
100mN58799E4816,3,3,2,3,3
100mN58799E4817,3,3,2,3,3
100mN58799E4818,3,3,2,3,3
100mN58799E4819,3,3,2,3,3
100mN58799E4820,3,3,2,3,3
100mN58799E4821,3,3,2,3,3
100mN58799E4822,3,3,2,3,3
100mN58799E4823,3,3,2,3,3
100mN58799E4824,3,3,2,3,3
100mN58799E4825,3,3,2,3,3
100mN58799E4826,3,3,2,3,3
100mN58799E4827,3,3,2,3,3
100mN58799E4828,3,3,2,3,3
100mN58799E4829,3,3,2,3,3
100mN58799E4830,3,3,2,3,3
100mN58799E4831,3,3,2,3,3
100mN58799E4832,3,3,2,3,3
100mN58799E4833,3,3,2,3,3
100mN58799E4834,3,3,2,3,3
100mN58799E4835,3,3,2,3,3
100mN58799E4836,3,3,2,3,3
100mN58799E4837,3,3,2,3,3
100mN58799E4838,3,3,2,3,3
100mN58799E4839,3,3,2,3,3
100mN58799E4840,3,3,2,3,3
100mN58799E4841,3,3,2,3,3
100mN58799E4842,3,3,2,3,3
100mN58799E4843,3,3,2,3,3
100mN58799E4844,3,3,2,3,3
100mN58799E4845,3,3,2,3,3
100mN58799E4846,3,3,2,3,3
100mN58799E4847,3,3,2,3,3
100mN58799E4848,3,3,2,3,3
100mN58799E4849,3,3,2,3,3
100mN58799E4850,3,3,2,3,3
100mN58799E4851,3,3,2,3,3
100mN58799E4852,3,3,2,3,3
100mN58799E4853,3,3,2,3,3
100mN58799E4854,3,3,2,3,3
100mN58799E4855,3,3,2,3,3
100mN58799E4856,3,3,2,3,3
100mN58799E4857,3,3,2,3,3
100mN58799E4858,3,3,2,3,3
100mN58799E4859,3,3,2,3,3
100mN58799E4860,3,3,2,3,3
100mN58799E4861,3,3,2,3,3
100mN58799E4862,3,3,2,3,3
100mN58799E4863,3,3,2,3,3
100mN58799E4864,3,3,2,3,3
100mN58799E4865,3,3,2,3,3
100mN58799E4866,3,3,2,3,3
100mN58799E4867,3,3,2,3,3
100mN58799E4868,3,3,2,3,3
100mN58799E4869,3,3,2,3,3
100mN58799E4870,3,3,2,3,3
100mN58799E4871,3,3,2,3,3
100mN58799E4872,3,3,2,3,3
100mN58799E4873,3,3,2,3,3
100mN58799E4874,3,3,2,3,3
100mN58799E4875,3,3,2,3,3
100mN58799E4876,3,3,2,3,3
100mN58799E4877,3,3,2,3,3
100mN58799E4878,3,3,2,3,3
100mN58799E4879,3,3,2,3,3
100mN58799E4880,3,3,2,3,3
100mN58799E4881,3,3,2,3,3
100mN58799E4882,3,3,2,3,3
100mN58799E4883,3,3,2,3,3
100mN58799E4884,3,3,2,2,3
100mN58799E4885,3,3,2,2,3
100mN58799E4886,3,3,2,3,3
100mN58799E4887,3,3,2,2,3
100mN58799E4888,3,3,2,2,3
100mN58799E4889,3,3,2,2,3
100mN58799E4890,3,3,2,2,3
100mN58799E4891,3,3,2,2,3
100mN58799E4892,3,3,2,2,3
100mN58799E4893,3,3,2,2,3
100mN58799E4894,3,3,2,3,3
100mN58799E4895,3,3,2,3,3
100mN58799E4896,3,3,2,3,3
100mN58799E4897,3,3,2,3,3
100mN58799E4898,3,3,2,3,3
100mN58799E4899,3,3,2,3,3
100mN58799E4900,3,3,2,3,3
100mN58799E4901,3,3,2,3,3
100mN58799E4902,3,3,2,3,3
100mN58799E4903,3,3,2,3,3
100mN58799E4904,3,3,2,2,3
100mN58799E4905,3,3,2,2,3
100mN58799E4906,3,3,2,2,3
100mN58799E4907,3,3,2,2,3
100mN58799E4908,3,3,2,2,3
100mN58799E4909,3,3,2,2,3
100mN58799E4910,3,3,2,3,3
100mN58799E4911,3,3,2,3,3
100mN58799E4912,3,3,2,3,3
100mN58799E4913,3,3,2,3,3
100mN58799E4914,3,3,2,3,3
100mN58799E4915,3,3,2,3,3
100mN58799E4916,3,3,2,3,3
100mN58799E4917,3,3,2,3,3
100mN58799E4918,3,3,2,3,3
100mN58799E4919,3,3,2,3,3
100mN58799E4920,3,3,2,3,3
100mN58799E4921,3,3,2,3,3
100mN58799E4922,3,3,2,3,3
100mN58799E4923,3,3,2,3,3
100mN58799E4924,3,3,2,3,3
100mN58799E4925,3,3,2,3,3
100mN58799E4926,3,3,2,3,3
100mN58799E4927,3,3,2,3,3
100mN58799E4928,3,3,2,3,3
100mN58799E4929,3,3,2,3,3
100mN58799E4930,3,3,2,3,3
100mN58799E4931,3,3,2,3,3
100mN58799E4932,3,3,2,3,3
100mN58799E4933,3,3,2,3,3
100mN58799E4934,3,3,2,3,3
100mN58799E4935,3,3,2,3,3
100mN58799E4936,3,3,2,3,3
100mN58799E4937,3,3,2,3,3
100mN58799E4938,3,3,2,3,3
100mN58799E4939,3,3,2,2,3
100mN58799E4940,3,3,2,2,3
100mN58799E4941,3,3,2,3,3
100mN58799E4942,3,3,2,3,3
100mN58799E4943,3,3,2,3,3
100mN58799E4944,3,3,2,3,3
100mN58799E4945,3,3,2,3,3
100mN58799E4946,3,3,2,3,3
100mN58799E4947,3,3,2,3,3
100mN58799E4948,3,3,2,3,3
100mN58799E4949,3,3,2,3,3
100mN58799E4950,3,3,2,3,3
100mN58799E4951,3,3,2,3,3
100mN58799E4952,3,3,2,3,3
100mN58799E4953,3,3,2,3,3
100mN58799E4954,3,3,2,3,3
100mN58799E4955,3,3,2,3,3
100mN58799E4956,3,3,2,2,3
100mN58799E4957,3,3,2,2,3
100mN58799E4958,3,3,2,2,3
100mN58799E4959,3,3,2,2,3
100mN58799E4960,3,3,2,2,3
100mN58799E4961,3,3,2,2,3
100mN58799E4962,3,3,2,2,3
100mN58799E4963,3,3,2,2,3
100mN58799E4964,3,3,2,2,3
100mN58799E4965,3,3,1,2,2
100mN58799E4966,3,3,1,2,2
100mN58799E4967,3,3,1,2,2
100mN58799E4968,3,3,1,2,2
100mN58799E4969,3,3,1,2,2
100mN58799E4970,3,3,1,2,2
100mN58799E4971,3,3,1,2,2
100mN58799E4972,3,3,1,2,2
100mN58799E4973,3,3,2,2,3
100mN58799E4974,3,3,1,2,2
100mN58799E4975,3,3,2,2,3
100mN58799E4976,3,3,2,2,3
100mN58800E4806,3,3,2,3,3
100mN58800E4807,3,3,2,3,3
100mN58800E4808,3,3,2,3,3
100mN58800E4809,3,3,2,3,3
100mN58800E4810,3,3,2,3,3
100mN58800E4811,3,3,2,3,3
100mN58800E4812,3,3,2,3,3
100mN58800E4813,3,3,2,3,3
100mN58800E4814,3,3,2,3,3
100mN58800E4815,3,3,2,3,3
100mN58800E4816,3,3,2,3,3
100mN58800E4817,3,3,2,3,3
100mN58800E4818,3,3,2,3,3
100mN58800E4819,3,3,2,3,3
100mN58800E4820,3,3,2,3,3
100mN58800E4821,3,3,2,3,3
100mN58800E4822,3,3,2,3,3
100mN58800E4823,3,3,2,3,3
100mN58800E4824,3,3,2,3,3
100mN58800E4825,3,3,2,3,3
100mN58800E4826,3,3,2,3,3
100mN58800E4827,3,3,2,3,3
100mN58800E4828,3,3,2,3,3
100mN58800E4829,3,3,2,3,3
100mN58800E4830,3,3,2,3,3
100mN58800E4831,3,3,2,3,3
100mN58800E4832,3,3,2,3,3
100mN58800E4833,3,3,2,3,3
100mN58800E4834,3,3,2,3,3
100mN58800E4835,3,3,2,3,3
100mN58800E4836,3,3,2,3,3
100mN58800E4837,3,3,2,3,3
100mN58800E4838,3,3,2,3,3
100mN58800E4839,3,3,2,3,3
100mN58800E4840,3,3,2,3,3
100mN58800E4841,3,3,2,3,3
100mN58800E4842,3,3,2,3,3
100mN58800E4843,3,3,2,3,3
100mN58800E4844,3,3,2,3,3
100mN58800E4845,3,3,2,3,3
100mN58800E4846,3,3,2,3,3
100mN58800E4847,3,3,2,3,3
100mN58800E4848,3,3,2,3,3
100mN58800E4849,3,3,2,3,3
100mN58800E4850,3,3,2,3,3
100mN58800E4851,3,3,2,3,3
100mN58800E4852,3,3,2,3,3
100mN58800E4853,3,3,2,3,3
100mN58800E4854,3,3,2,3,3
100mN58800E4855,3,3,2,3,3
100mN58800E4856,3,3,2,3,3
100mN58800E4857,3,3,2,3,3
100mN58800E4858,3,3,2,3,3
100mN58800E4859,3,3,2,3,3
100mN58800E4860,3,3,2,3,3
100mN58800E4861,3,3,2,3,3
100mN58800E4862,3,3,2,3,3
100mN58800E4863,3,3,2,3,3
100mN58800E4864,3,3,2,3,3
100mN58800E4865,3,3,2,3,3
100mN58800E4866,3,3,2,3,3
100mN58800E4867,3,3,2,3,3
100mN58800E4868,3,3,2,3,3
100mN58800E4869,3,3,2,3,3
100mN58800E4870,3,3,2,3,3
100mN58800E4871,3,3,2,3,3
100mN58800E4872,3,3,2,3,3
100mN58800E4873,3,3,2,3,3
100mN58800E4874,3,3,2,3,3
100mN58800E4875,3,3,2,3,3
100mN58800E4876,3,3,2,3,3
100mN58800E4877,3,3,2,3,3
100mN58800E4878,3,3,2,3,3
100mN58800E4879,3,3,2,3,3
100mN58800E4880,3,3,2,2,3
100mN58800E4881,3,3,2,2,3
100mN58800E4882,3,3,2,2,3
100mN58800E4883,3,3,2,2,3
100mN58800E4884,3,3,2,2,3
100mN58800E4885,3,3,2,2,3
100mN58800E4886,3,3,2,2,3
100mN58800E4887,3,3,2,2,3
100mN58800E4888,3,3,2,2,3
100mN58800E4889,3,3,2,2,3
100mN58800E4890,3,3,2,3,3
100mN58800E4891,3,3,2,2,3
100mN58800E4892,3,3,2,2,3
100mN58800E4893,3,3,2,2,3
100mN58800E4894,3,3,2,3,3
100mN58800E4895,3,3,2,3,3
100mN58800E4896,3,3,2,3,3
100mN58800E4897,3,3,2,3,3
100mN58800E4898,3,3,2,3,3
100mN58800E4899,3,3,2,3,3
100mN58800E4900,3,3,2,3,3
100mN58800E4901,3,3,2,3,3
100mN58800E4902,3,3,2,3,3
100mN58800E4903,3,3,2,3,3
100mN58800E4904,3,3,2,3,3
100mN58800E4905,3,3,2,2,3
100mN58800E4906,3,3,2,2,3
100mN58800E4907,3,3,2,2,3
100mN58800E4908,3,3,2,2,3
100mN58800E4909,3,3,2,2,3
100mN58800E4910,3,3,2,3,3
100mN58800E4911,3,3,2,3,3
100mN58800E4912,3,3,2,3,3
100mN58800E4913,3,3,2,3,3
100mN58800E4914,3,3,2,3,3
100mN58800E4915,3,3,2,3,3
100mN58800E4916,3,3,2,3,3
100mN58800E4917,3,3,2,3,3
100mN58800E4918,3,3,2,3,3
100mN58800E4919,3,3,2,3,3
100mN58800E4920,3,3,2,3,3
100mN58800E4921,3,3,2,3,3
100mN58800E4922,3,3,2,3,3
100mN58800E4923,3,3,2,3,3
100mN58800E4924,3,3,2,3,3
100mN58800E4925,3,3,2,3,3
100mN58800E4926,3,3,2,3,3
100mN58800E4927,3,3,2,3,3
100mN58800E4928,3,3,2,3,3
100mN58800E4929,3,3,2,3,3
100mN58800E4930,3,3,2,3,3
100mN58800E4931,3,3,2,3,3
100mN58800E4932,3,3,2,3,3
100mN58800E4933,3,3,2,3,3
100mN58800E4934,3,3,2,3,3
100mN58800E4935,3,3,2,3,3
100mN58800E4936,3,3,2,3,3
100mN58800E4937,3,3,2,3,3
100mN58800E4938,3,3,2,3,3
100mN58800E4939,3,3,2,3,3
100mN58800E4940,3,3,2,3,3
100mN58800E4941,3,3,2,3,3
100mN58800E4942,3,3,2,3,3
100mN58800E4943,3,3,2,3,3
100mN58800E4944,3,3,2,3,3
100mN58800E4945,3,3,2,3,3
100mN58800E4946,3,3,2,3,3
100mN58800E4947,3,3,2,3,3
100mN58800E4948,3,3,2,3,3
100mN58800E4949,3,3,2,3,3
100mN58800E4950,3,3,2,3,3
100mN58800E4951,3,3,2,3,3
100mN58800E4952,3,3,2,3,3
100mN58800E4953,3,3,2,3,3
100mN58800E4954,3,3,2,3,3
100mN58800E4955,3,3,2,2,3
100mN58800E4956,3,3,2,2,3
100mN58800E4957,3,3,2,2,3
100mN58800E4958,3,3,2,2,3
100mN58800E4959,3,3,2,2,3
100mN58800E4960,3,3,2,2,3
100mN58800E4961,3,3,2,2,3
100mN58800E4962,3,3,2,2,3
100mN58800E4963,3,3,2,2,3
100mN58800E4964,3,3,2,2,3
100mN58800E4965,3,3,1,2,2
100mN58800E4966,3,3,1,2,2
100mN58800E4967,3,3,1,2,2
100mN58800E4968,3,3,1,2,2
100mN58800E4969,3,3,1,2,2
100mN58800E4970,3,3,2,2,3
100mN58800E4971,3,3,2,2,3
100mN58800E4972,3,3,2,2,3
100mN58800E4973,3,3,2,2,3
100mN58800E4974,3,3,1,2,2
100mN58800E4975,3,3,2,2,3
100mN58800E4976,3,3,2,2,3
100mN58801E4806,3,3,2,3,3
100mN58801E4807,3,3,2,3,3
